date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:03:49	73/73	---MCZ	200	added ('OK')	text/plain	etag:W/%22526e4e2b-5e%22	https://colorlib.com/robots.txt		(from )
22:03:50	28761/28761	---MCZ	200	added ('OK')	text/html	date:Sat,%2022%20Sep%202018%2017:07:05%20GMT	https://colorlib.com/preview/theme/podca/	C:/My%20Web%20Sites/podcast/colorlib.com/preview/theme/podca/index.html	(from )
22:03:50	79820/79820	---MCZ	200	added ('OK')	text/css	etag:W/%225ba67739-137cc%22	https://colorlib.com/preview/theme/podca/fonts/icomoon/style.css	C:/My%20Web%20Sites/podcast/colorlib.com/preview/theme/podca/fonts/icomoon/style.css	(from https://colorlib.com/preview/theme/podca/)
22:03:50	159701/159701	---MCZ	200	added ('OK')	text/css	etag:W/%225ba676c8-26fd5%22	https://colorlib.com/preview/theme/podca/css/bootstrap.min.css	C:/My%20Web%20Sites/podcast/colorlib.com/preview/theme/podca/css/bootstrap.min.css	(from https://colorlib.com/preview/theme/podca/)
22:03:50	6950/6950	---MCZ	200	added ('OK')	text/css	etag:W/%225ba676c6-1b26%22	https://colorlib.com/preview/theme/podca/css/magnific-popup.css	C:/My%20Web%20Sites/podcast/colorlib.com/preview/theme/podca/css/magnific-popup.css	(from https://colorlib.com/preview/theme/podca/)
22:03:51	21738/21738	---MCZ	200	added ('OK')	text/css	etag:W/%225ba676c5-54ea%22	https://colorlib.com/preview/theme/podca/css/jquery-ui.css	C:/My%20Web%20Sites/podcast/colorlib.com/preview/theme/podca/css/jquery-ui.css	(from https://colorlib.com/preview/theme/podca/)
22:03:51	2936/2936	---MCZ	200	added ('OK')	text/css	etag:W/%225ba676c8-b78%22	https://colorlib.com/preview/theme/podca/css/owl.carousel.min.css	C:/My%20Web%20Sites/podcast/colorlib.com/preview/theme/podca/css/owl.carousel.min.css	(from https://colorlib.com/preview/theme/podca/)
22:03:51	965/965	---MCZ	200	added ('OK')	text/css	etag:W/%225ba676c9-3c5%22	https://colorlib.com/preview/theme/podca/css/owl.theme.default.min.css	C:/My%20Web%20Sites/podcast/colorlib.com/preview/theme/podca/css/owl.theme.default.min.css	(from https://colorlib.com/preview/theme/podca/)
22:03:52	11407/11407	---M-Z	200	added ('OK')	text/css	etag:W/%222c8f-QykGc0G8eqAhcFkBtDziR7793Rc%22	https://cdn.jsdelivr.net/npm/mediaelement@4.2.7/build/mediaelementplayer.min.css	C:/My%20Web%20Sites/podcast/cdn.jsdelivr.net/npm/mediaelement@4.2.7/build/mediaelementplayer.min.css	(from https://colorlib.com/preview/theme/podca/)
22:03:52	25983/25983	---MCZ	200	added ('OK')	text/css	etag:W/%225ba676c2-657f%22	https://colorlib.com/preview/theme/podca/css/aos.css	C:/My%20Web%20Sites/podcast/colorlib.com/preview/theme/podca/css/aos.css	(from https://colorlib.com/preview/theme/podca/)
